"","lat","lng","name","chem"
"263",33.306669,-117.3408,"U.S. MARINE CORPS MCB CAMP PENDLETON","LEAD COMPOUNDS"
"264",36.8,-115.966667,"US DOE NNSA/NFO NEVADA NATIONAL SECURITY SITE","POLYCYCLIC AROMATIC COMPOUNDS"
"265",30.391111,-81.401667,"U.S. NAVY NAVAL STATION MAYPORT","ETHYLBENZENE"
"266",37.259202,-86.978066,"US TVA PARADISE FOSSIL PLANT","NITRATE COMPOUNDS"
"267",37.259202,-86.978066,"US TVA PARADISE FOSSIL PLANT","VANADIUM COMPOUNDS"
"268",33.378095,-94.092065,"FEDERAL CORRECTIONAL INSTITUTION","LEAD"
"269",28.4701,-80.5751,"US AIR FORCE PATRICK AFB FL","CUMENE"
"270",36.940278,-76.300278,"US NAVY NAVAL STATION NORFOLK","ZINC (FUME OR DUST)"
"271",36.0278,-87.9861,"US TVA JOHNSONVILLE FOSSIL PLANT","BENZO(G,H,I)PERYLENE"
"272",42.719762,-73.708712,"US ARMY - WATERVLIET ARSENAL","LEAD"
"273",36.181877,-78.793791,"US ARMY NATIONAL GUARD CAMP BUTNER RANGE","LEAD"
"274",36.0211,-84.1567,"US TVA BULL RUN FOSSIL PLANT","BARIUM COMPOUNDS"
"275",42.719762,-73.708712,"US ARMY - WATERVLIET ARSENAL","CHROMIUM"
"276",37.180556,-80.541111,"US ARMY RADFORD ARMY AMMUNITION PLANT","CHLORINE"
"277",37.701944,-84.216389,"US ARMY BLUE GRASS ARMY DEPOT","DINITROTOLUENE (MIXED ISOMERS)"
"278",41.127622,-112.02051,"US DOD USAF HILL AFB","LEAD"
"279",34.717781,-77.342919,"MCIEAST-MCB CAMLEJ MAIN FACILITY","LEAD COMPOUNDS"
"280",28.4701,-80.5751,"US AIR FORCE PATRICK AFB FL","XYLENE (MIXED ISOMERS)"
"281",30.391111,-81.401667,"U.S. NAVY NAVAL STATION MAYPORT","LEAD"
"282",43.559077,-116.22806,"ARMY NATIONAL GUARD ORCHARD COMBAT TRAINING CENTER RANGES","LEAD COMPOUNDS"
"283",37.66127,-88.98756,"USP MARION","LEAD"
"284",32.837094,-98.035769,"US ARMY NATIONAL GUARD FT WOLTERS RANGES","LEAD"
"285",35.0741,-90.1488,"US TVA ALLEN FOSSIL PLANT","BARIUM COMPOUNDS"
"286",30.357222,-87.283054,"U.S. NAVY NAVAL AIR STATION PENSACOLA","LEAD"
"287",35.620055,-84.786469,"US TVA WATTS BAR NUCLEAR PLANT","HYDRAZINE"
"288",34.111311,-119.098298,"U.S. NAVY NBVC NAVAL AIR STATION POINT MUGU","LEAD"
"289",34.111311,-119.098298,"U.S. NAVY NBVC NAVAL AIR STATION POINT MUGU","NAPHTHALENE"
"290",37.701944,-84.216389,"US ARMY BLUE GRASS ARMY DEPOT","NITROGLYCERIN"
"291",34.111311,-119.098298,"U.S. NAVY NBVC NAVAL AIR STATION POINT MUGU","LEAD"
"292",38.79644,-77.15745,"BREN MAR","LEAD"
"293",34.717781,-77.342919,"MCIEAST-MCB CAMLEJ MAIN FACILITY","MERCURY"
"294",33.067287,-111.379319,"US ARMY NATIONAL GUARD FLORENCE TRAINING RANGE","LEAD"
"295",40.029719,-74.369161,"JOINT BASE MCGUIRE-DIX-LAKEHURST LAKEHURST AREA","ETHYLENE GLYCOL"
"296",32.698333,-117.209444,"U.S. NAVAL AIR STATION NORTH ISLAND","NAPHTHALENE"
"297",43.08355,-72.44916,"US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE)","LEAD"
"298",37.4189,-77.4485,"US DEFENSE LOGISTICS AGENCY DEFENSE SUPPLY CENTER RICHMOND","DICHLOROTETRAFLUOROETHANE (CFC-114)"
"299",36.902389,-90.270028,"WAPPAPELLO TS","LEAD"
"300",33.87216,-112.15613,"FEDERAL BUREAU OF PRISONS FCI PHOENIX","LEAD"
"301",40.658138,-89.701503,"US DOD USAF PEORIA IL ANG","NAPHTHALENE"
"302",42.609636,-82.822199,"U.S. DOD, USAF SELFRIDGE AIR NATIONAL GUARD BASE MI","LEAD"
"303",36.0278,-87.9861,"US TVA JOHNSONVILLE FOSSIL PLANT","HYDROGEN FLUORIDE"
"304",32.370952,-103.798227,"US DOE WASTE ISOLATION PILOT PLANT","CARBON TETRACHLORIDE"
"305",38.753333,-104.765556,"US ARMY FORT CARSON (CANTONMENT)","COPPER"
"306",33.4344,-94.2483,"US ARMY LONE STAR ARMY AMMUNITION PLANT","LEAD COMPOUNDS"
"307",31.359389,-97.667194,"US ARMY FORT HOOD RANGE FACILITY","NITROGLYCERIN"
"308",41.205393,-80.976748,"US ARMY NATIONAL GUARD CAMP RAVENNA RANGES","LEAD"
"309",35.0741,-90.1488,"US TVA ALLEN FOSSIL PLANT","AMMONIA"
"310",41.110433,-95.91529,"US AIR FORCE OFFUTT AFB NE","LEAD"
"311",37.151972,-88.777324,"US TVA SHAWNEE FOSSIL PLANT","DIOXIN AND DIOXIN-LIKE COMPOUNDS"
"312",33.447221,-117.611993,"U.S. NAVY SAN CLEMENTE ISLAND","COPPER"
"313",30.391111,-81.401667,"U.S. NAVY NAVAL STATION MAYPORT","NAPHTHALENE"
"314",36.3163,-86.3974,"US TVA GALLATIN FOSSIL PLANT","NAPHTHALENE"
"315",44.620532,-84.797158,"US ARMY NATIONAL GUARD CAMP GRAYLING JMTC NORTH RANGES","COPPER"
"316",46.2779,-119.275,"US DOE HANFORD SITE","XYLENE (MIXED ISOMERS)"
"317",41.110433,-95.91529,"US AIR FORCE OFFUTT AFB NE","LEAD"
"318",39.306647,-96.960906,"US ARMY FORT RILEY-GARRISON","COPPER"
"319",37.180556,-80.541111,"US ARMY RADFORD ARMY AMMUNITION PLANT","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)"
"320",41.39407,-73.95932,"US MILITARY ACADEMY WEST POINT","COPPER"
"321",36.0211,-84.1567,"US TVA BULL RUN FOSSIL PLANT","VANADIUM COMPOUNDS"
"322",40.567726,-98.279661,"US ARMY NATIONAL GUARD GREENLIEF TRAINING SITE RANGES","LEAD"
"323",38.881196,-77.080161,"US ARMY JOINT BASE MYER-HENDERSON HALL (JBM-HH)","LEAD"
"324",35.620055,-84.786469,"US TVA WATTS BAR NUCLEAR PLANT","LEAD"
"325",31.337222,-85.733889,"US ARMY AVIATION CENTER OF EXCELLENCE & FT RUCKER FIRING RNG","COPPER"
"326",42.609636,-82.822199,"U.S. DOD, USAF SELFRIDGE AIR NATIONAL GUARD BASE MI","LEAD"
"327",32.686011,-117.239742,"US NAVAL SUBMARINE BASE SAN DIEGO","LEAD"
"328",30.357222,-87.283054,"U.S. NAVY NAVAL AIR STATION PENSACOLA","LEAD"
"329",29.968551,-81.969262,"US ARMY NATIONAL GUARD CAMP BLANDING RANGES","COPPER"
"330",28.92,-95.36996,"US DOE BRYAN MOUND SPR SITE","BENZENE"
"331",40.029719,-74.369161,"JOINT BASE MCGUIRE-DIX-LAKEHURST LAKEHURST AREA","LEAD"
"332",36.0211,-84.1567,"US TVA BULL RUN FOSSIL PLANT","NAPHTHALENE"
"333",37.151972,-88.777324,"US TVA SHAWNEE FOSSIL PLANT","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)"
"334",46.674883,-120.409513,"YAKIMA TRAINING CENTER- RANGE","NITROGLYCERIN"
"335",44.632533,-84.776026,"US ARMY NATIONAL GUARD CAMP GRAYLING JMTC SOUTH","COPPER"
"336",35.508,-97.911561,"FCI EL RENO","LEAD"
"337",39.63574,-75.61039,"US ARMY NATIONAL GUARD RIVER ROAD TRAINING SITE RANGE DE","LEAD"
"338",36.8,-115.966667,"US DOE NNSA/NFO NEVADA NATIONAL SECURITY SITE","POLYCHLORINATED BIPHENYLS"
"339",34.878331,-116.9389,"US MARINE CORPS LOGISTICS BASE BARSTOW NEBO RANGE","LEAD"
"340",32.370952,-103.798227,"US DOE WASTE ISOLATION PILOT PLANT","POLYCHLORINATED BIPHENYLS"
"341",32.471698,-80.722536,"US MARINE CORPS MCAS BEAUFORT STATION (STATION)","LEAD"
"342",36.3163,-86.3974,"US TVA GALLATIN FOSSIL PLANT","MANGANESE COMPOUNDS"
"343",38.270694,-76.419444,"US NAVAL AIR STATION PATUXENT RIVER (RANGE ACTIVITIES)","LEAD"
"344",29.968551,-81.969262,"US ARMY NATIONAL GUARD CAMP BLANDING RANGES","LEAD COMPOUNDS"
"345",36.3163,-86.3974,"US TVA GALLATIN FOSSIL PLANT","ZINC COMPOUNDS"
"346",46.674883,-120.409513,"YAKIMA TRAINING CENTER- RANGE","LEAD COMPOUNDS"
"347",34.9,-76.8917,"U.S. MARINE CORPS CHERRY POINT AIR STATION","LEAD COMPOUNDS"
"348",32.370952,-103.798227,"US DOE WASTE ISOLATION PILOT PLANT","1,1,1-TRICHLOROETHANE"
"349",34.9,-76.8917,"U.S. MARINE CORPS CHERRY POINT AIR STATION","XYLENE (MIXED ISOMERS)"
"350",32.9583,-79.93597,"FEDERAL LAW ENFORCEMENT TRAINING CENTER","COPPER COMPOUNDS"
"351",32.882236,-117.144252,"US MARINE CORPS AIR STATION MIRAMAR","COPPER"
"352",45.807029,-108.52077,"US  BLM EASTERN MONTANA ZONE INTERAGENCY OPS  CENTER","AMMONIA"
"353",36.3163,-86.3974,"US TVA GALLATIN FOSSIL PLANT","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)"
"354",44.05452,-75.79592,"US ARMY FORT DRUM","MANGANESE COMPOUNDS"
"355",34.717781,-77.342919,"MCIEAST-MCB CAMLEJ MAIN FACILITY","POLYCYCLIC AROMATIC COMPOUNDS"
"356",36.0211,-84.1567,"US TVA BULL RUN FOSSIL PLANT","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)"
"357",36.0278,-87.9861,"US TVA JOHNSONVILLE FOSSIL PLANT","BARIUM COMPOUNDS"
"358",28.4701,-80.5751,"US AIR FORCE PATRICK AFB FL","1,2,4-TRIMETHYLBENZENE"
"359",33.306669,-117.3408,"U.S. MARINE CORPS MCB CAMP PENDLETON","DIBUTYL PHTHALATE"
"360",37.4189,-77.4485,"US DEFENSE LOGISTICS AGENCY DEFENSE SUPPLY CENTER RICHMOND","CHLORODIFLUOROMETHANE"
"361",37.701944,-84.216389,"US ARMY BLUE GRASS ARMY DEPOT","LEAD"
"362",42.719762,-73.708712,"US ARMY - WATERVLIET ARSENAL","BARIUM"
"363",36.940278,-76.300278,"US NAVY NAVAL STATION NORFOLK","LEAD"
"364",29.688568,-98.562424,"US DOD USAF CAMP BULLIS RANGES","LEAD"
"365",38.703037,-77.150418,"US ARMY GARRISON FORT BELVOIR","ETHYLBENZENE"
"366",30.391111,-81.401667,"U.S. NAVY NAVAL STATION MAYPORT","NITRATE COMPOUNDS"
"367",33.447221,-117.611993,"U.S. NAVY SAN CLEMENTE ISLAND","LEAD COMPOUNDS"
"368",39.8071,-84.0697,"US DOD USAF WRIGHT-PATTERSON AFB OH","NAPHTHALENE"
"369",30.408569,-89.059628,"US DOD USAF CRTC GULFPORT","ETHYLBENZENE"
"370",40.4368,-111.9252,"US ARMY NATIONAL GUARD CAMP WILLIAMS RANGES","LEAD"
"371",33.306669,-117.3408,"U.S. MARINE CORPS MCB CAMP PENDLETON","NITRATE COMPOUNDS"
"372",34.369212,-92.113617,"NATIONAL CTR FOR TOXICOLOGICAL RESEARCH","CHLORINE"
"373",34.717781,-77.342919,"MCIEAST-MCB CAMLEJ MAIN FACILITY","COPPER"
"374",35.3778,-86.0456,"US DOD USAF ARNOLD AFB","ETHYLENE GLYCOL"
"375",37.701944,-84.216389,"US ARMY BLUE GRASS ARMY DEPOT","DIBUTYL PHTHALATE"
"376",41.127622,-112.02051,"US DOD USAF HILL AFB","NAPHTHALENE"
"377",30.391111,-81.401667,"U.S. NAVY NAVAL STATION MAYPORT","XYLENE (MIXED ISOMERS)"
"378",41.501417,-74.52725,"FEDERAL CORRECTIONAL INSTITUTION","LEAD"
"379",36.3163,-86.3974,"US TVA GALLATIN FOSSIL PLANT","POLYCYCLIC AROMATIC COMPOUNDS"
"380",46.2779,-119.275,"US DOE HANFORD SITE","TOLUENE"
"381",48.997876,-97.238494,"US CBP PEMBINA PORT OF ENTRY ND0014","LEAD"
"382",35.0741,-90.1488,"US TVA ALLEN FOSSIL PLANT","COPPER COMPOUNDS"
"383",31.552415,-110.369739,"USDOD US ARMY FORT HUACHUCA - RANGES","LEAD"
"384",44.05452,-75.79592,"US ARMY FORT DRUM","NITROGLYCERIN"
"385",39.306647,-96.960906,"US ARMY FORT RILEY-GARRISON","NITRATE COMPOUNDS"
"386",29.82798,-90.02213,"US NAVY NAVAL AIR STATION JOINT RESERVE BASE NEW ORLEANS","LEAD"
"387",37.180556,-80.541111,"US ARMY RADFORD ARMY AMMUNITION PLANT","NITROGLYCERIN"
"388",32.686011,-117.239742,"US NAVAL SUBMARINE BASE SAN DIEGO","XYLENE (MIXED ISOMERS)"
"389",36.0211,-84.1567,"US TVA BULL RUN FOSSIL PLANT","BENZO(G,H,I)PERYLENE"
"390",37.180556,-80.541111,"US ARMY RADFORD ARMY AMMUNITION PLANT","2,4-DINITROTOLUENE"
"391",32.9583,-79.93597,"FEDERAL LAW ENFORCEMENT TRAINING CENTER","LEAD COMPOUNDS"
"392",36.0211,-84.1567,"US TVA BULL RUN FOSSIL PLANT","COPPER COMPOUNDS"
"393",21.348472,-157.944147,"JOINT BASE PEARL HARBOR-HICKAM HAWAII","XYLENE (MIXED ISOMERS)"
"394",29.688568,-98.562424,"US DOD USAF CAMP BULLIS RANGES","COPPER"
"395",37.259202,-86.978066,"US TVA PARADISE FOSSIL PLANT","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)"
"396",32.85782,-114.43973,"US ARMY GARRISON YUMA PROVING GROUND","LEAD"
"397",46.494667,-84.368134,"US CBP SAULT STE MARIE PORT OF ENTRY #MI0033","LEAD"
"398",38.723754,-93.565117,"US DOD USAF WHITEMAN AFB RANGE","LEAD"
"399",38.753333,-104.765556,"US ARMY FORT CARSON (CANTONMENT)","NITRATE COMPOUNDS"
"400",37.151972,-88.777324,"US TVA SHAWNEE FOSSIL PLANT","HYDROGEN FLUORIDE"
"401",30.522354,-88.983804,"US NAVY WOOLMARKET SMALL ARMS RANGE","LEAD"
"402",32.882236,-117.144252,"US MARINE CORPS AIR STATION MIRAMAR","COPPER"
"403",36.80965,-94.36724,"US ARMY NATIONAL GUARD CAMP CROWDER RANGES","LEAD"
"404",38.753333,-104.765556,"US ARMY FORT CARSON (CANTONMENT)","LEAD"
"405",36.3163,-86.3974,"US TVA GALLATIN FOSSIL PLANT","BENZO(G,H,I)PERYLENE"
"406",37.151972,-88.777324,"US TVA SHAWNEE FOSSIL PLANT","BENZO(G,H,I)PERYLENE"
"407",37.259202,-86.978066,"US TVA PARADISE FOSSIL PLANT","BARIUM COMPOUNDS"
"408",37.259202,-86.978066,"US TVA PARADISE FOSSIL PLANT","NICKEL COMPOUNDS"
"409",36.3163,-86.3974,"US TVA GALLATIN FOSSIL PLANT","COPPER COMPOUNDS"
"410",35.307037,-101.559419,"US DOE PANTEX PLANT","NITRATE COMPOUNDS"
"411",32.698333,-117.209444,"U.S. NAVAL AIR STATION NORTH ISLAND","LEAD"
"412",40.4368,-111.9252,"US ARMY NATIONAL GUARD CAMP WILLIAMS RANGES","COPPER"
"413",35.034263,-106.540045,"US DOE -SANDIA FIELD OFFICE","LEAD COMPOUNDS"
"414",37.4189,-77.4485,"US DEFENSE LOGISTICS AGENCY DEFENSE SUPPLY CENTER RICHMOND","BROMOTRIFLUOROMETHANE"
"415",36.940278,-76.300278,"US NAVY NAVAL STATION NORFOLK","LEAD COMPOUNDS"
"416",34.23123,-116.05622,"U.S. MARINE CORPS TWENTYNINE PALMS AIR GROUND COMBAT CENTER","LEAD COMPOUNDS"
"417",37.180556,-80.541111,"US ARMY RADFORD ARMY AMMUNITION PLANT","COPPER COMPOUNDS"
"418",41.16408,-104.82539,"US DOD USAF WYOMING ANG","BENZENE"
"419",44.632533,-84.776026,"US ARMY NATIONAL GUARD CAMP GRAYLING JMTC SOUTH","LEAD"
"420",32.891929,-90.445738,"FEDERAL CORRECTIONAL COMPLEX YAZOO CITY","LEAD"
"421",34.9,-76.8917,"U.S. MARINE CORPS CHERRY POINT AIR STATION","ETHYLENE GLYCOL"
"422",43.559077,-116.22806,"ARMY NATIONAL GUARD ORCHARD COMBAT TRAINING CENTER RANGES","COPPER"
"423",29.7475,-94.2383,"US DOE BIG HILL SPR SITE","N-HEXANE"
"424",44.05452,-75.79592,"US ARMY FORT DRUM","PHOSPHORUS (YELLOW OR WHITE)"
"425",35.307037,-101.559419,"US DOE PANTEX PLANT","MERCURY"
"426",36.0211,-84.1567,"US TVA BULL RUN FOSSIL PLANT","NICKEL COMPOUNDS"
"427",44.05452,-75.79592,"US ARMY FORT DRUM","OZONE"
"428",34.9,-76.8917,"U.S. MARINE CORPS CHERRY POINT AIR STATION","NITRATE COMPOUNDS"
"429",41.301926,-73.938975,"US ARMY NATIONAL GUARD CAMP SMITH TRAINING SITE RANGES","LEAD"
"430",39.306647,-96.960906,"US ARMY FORT RILEY-GARRISON","LEAD"
"431",46.2779,-119.275,"US DOE HANFORD SITE","NAPHTHALENE"
"432",35.0741,-90.1488,"US TVA ALLEN FOSSIL PLANT","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)"
"433",41.39407,-73.95932,"US MILITARY ACADEMY WEST POINT","LEAD"
"434",37.4189,-77.4485,"US DEFENSE LOGISTICS AGENCY DEFENSE SUPPLY CENTER RICHMOND","TRICHLOROFLUOROMETHANE"
"435",28.4701,-80.5751,"US AIR FORCE PATRICK AFB FL","ETHYLBENZENE"
"436",37.701944,-84.216389,"US ARMY BLUE GRASS ARMY DEPOT","LEAD COMPOUNDS"
"437",36.3163,-86.3974,"US TVA GALLATIN FOSSIL PLANT","DIOXIN AND DIOXIN-LIKE COMPOUNDS"
"438",37.259202,-86.978066,"US TVA PARADISE FOSSIL PLANT","AMMONIA"
"439",43.559077,-116.22806,"ARMY NATIONAL GUARD ORCHARD COMBAT TRAINING CENTER RANGES","PHOSPHORUS (YELLOW OR WHITE)"
"440",35.3778,-86.0456,"US DOD USAF ARNOLD AFB","LEAD"
"441",34.111311,-119.098298,"U.S. NAVY NBVC NAVAL AIR STATION POINT MUGU","NITRATE COMPOUNDS"
"442",32.698333,-117.209444,"U.S. NAVAL AIR STATION NORTH ISLAND","METHYL ISOBUTYL KETONE"
"443",41.16408,-104.82539,"US DOD USAF WYOMING ANG","XYLENE (MIXED ISOMERS)"
"444",32.9011,-97.34888,"US BUREAU OF ENGRAVING & PRINTING WESTERN CURRENCY FACILIT","LEAD COMPOUNDS"
"445",32.85782,-114.43973,"US ARMY GARRISON YUMA PROVING GROUND","COPPER"
"446",35.22045,-85.09757,"US TVA SEQUOYAH NUCLEAR PLANT","HYDRAZINE"
"447",36.873566,-76.376961,"US COAST GUARD BASE PORTSMOUTH","LEAD"
"448",37.120138,-88.811111,"US DOE PADUCAH SITE","HYDROGEN FLUORIDE"
"449",42.18846,-72.54072,"US DOD USAF WESTOVER ARB","XYLENE (MIXED ISOMERS)"
"450",32.85782,-114.43973,"US ARMY GARRISON YUMA PROVING GROUND","COPPER"
"451",41.16408,-104.82539,"US DOD USAF WYOMING ANG","NAPHTHALENE"
"452",47.538112,-116.137573,"US EPA FUND-LEAD SUPERFUND SITE/BUNKER HILL CTP","ZINC COMPOUNDS"
"453",46.2779,-119.275,"US DOE HANFORD SITE","PROPYLENE"
"454",42.609636,-82.822199,"U.S. DOD, USAF SELFRIDGE AIR NATIONAL GUARD BASE MI","NAPHTHALENE"
"455",40.425507,-76.597282,"US ARMY NATIONAL GUARD FORT INDIANTOWN GAP-WWTP","COPPER"
"456",30.40118,-88.91229,"US DOD USAF KEESLER AFB MAIN","LEAD"
"457",35.15552,-89.86416,"FCI MEMPHIS","LEAD"
"458",31.03078,-93.20784,"U S ARMY JRTC & FORT POLK","LEAD COMPOUNDS"
"459",31.03078,-93.20784,"U S ARMY JRTC & FORT POLK","COPPER"
"460",36.074966,-112.129228,"US NATL PARK SERVICE GRAND CANYON NATIONAL PARK","LEAD"
"461",37.77056,-122.42768,"US MINT SAN FRANCISCO CA","COPPER"
"462",31.03078,-93.20784,"U S ARMY JRTC & FORT POLK","NITROGLYCERIN"
"463",40.425507,-76.597282,"US ARMY NATIONAL GUARD FORT INDIANTOWN GAP-WWTP","LEAD COMPOUNDS"
"464",30.40118,-88.91229,"US DOD USAF KEESLER AFB MAIN","LEAD"
"465",35.97639,-114.83885,"US NATL PARK SERVICE LAKE MEAD NRA (LAKE)","LEAD"
"466",44.151681,-103.093332,"U.S. DOD USAF, ELLSWORTH AFB","NAPHTHALENE"
"467",47.559166,-122.647222,"US NAVY PSNS & IMF - BREMERTON SITE & NAVAL BASE KITSAP","MANGANESE"
"468",39.4606,-76.1414,"U.S. ARMY ABERDEEN PROVING GROUND","METHANOL"
"469",36.015719,-114.757876,"HOOVER DAM WAREHOUSE","MIXTURE"
"470",39.4606,-76.1414,"U.S. ARMY ABERDEEN PROVING GROUND","NAPHTHALENE"
"471",47.559166,-122.647222,"US NAVY PSNS & IMF - BREMERTON SITE & NAVAL BASE KITSAP","COPPER COMPOUNDS"
"472",37.77056,-122.42768,"US MINT SAN FRANCISCO CA","NICKEL"
"473",41.68848,-93.71204,"U.S. ARMY IOWA ARMY NATIONAL GUARD CAMP DODGE INSTALLATION","LEAD"
"474",47.559166,-122.647222,"US NAVY PSNS & IMF - BREMERTON SITE & NAVAL BASE KITSAP","COPPER"
"475",47.559166,-122.647222,"US NAVY PSNS & IMF - BREMERTON SITE & NAVAL BASE KITSAP","NICKEL"
"476",37.77056,-122.42768,"US MINT SAN FRANCISCO CA","SILVER"
"477",47.559166,-122.647222,"US NAVY PSNS & IMF - BREMERTON SITE & NAVAL BASE KITSAP","LEAD"
"478",41.68848,-93.71204,"U.S. ARMY IOWA ARMY NATIONAL GUARD CAMP DODGE INSTALLATION","NITRATE COMPOUNDS"
"479",37.43343,-81.58559,"FCI MCDOWELL","LEAD COMPOUNDS"
"480",32.71708,-109.72475,"FEDERAL CORRECTIONAL INSTITUTION SAFFORD","LEAD"
"481",47.559166,-122.647222,"US NAVY PSNS & IMF - BREMERTON SITE & NAVAL BASE KITSAP","N-BUTYL ALCOHOL"
"482",32.780033,-115.54888,"US NAVY NAVAL AIR FACILITY EL CENTRO","NITRATE COMPOUNDS"
"483",47.559166,-122.647222,"US NAVY PSNS & IMF - BREMERTON SITE & NAVAL BASE KITSAP","XYLENE (MIXED ISOMERS)"
"484",42.26215,-104.74015,"US ARMY CAMP GUERNSEY TRAINING AREAS","LEAD"
"485",44.151681,-103.093332,"U.S. DOD USAF, ELLSWORTH AFB","LEAD"
"486",41.68848,-93.71204,"U.S. ARMY IOWA ARMY NATIONAL GUARD CAMP DODGE INSTALLATION","LEAD"
"487",39.4606,-76.1414,"U.S. ARMY ABERDEEN PROVING GROUND","NITROGLYCERIN"
"488",42.26215,-104.74015,"US ARMY CAMP GUERNSEY TRAINING AREAS","LEAD"
"489",39.4606,-76.1414,"U.S. ARMY ABERDEEN PROVING GROUND","NITROGLYCERIN"
"490",37.77056,-122.42768,"US MINT SAN FRANCISCO CA","MANGANESE"
"491",47.559166,-122.647222,"US NAVY PSNS & IMF - BREMERTON SITE & NAVAL BASE KITSAP","CHROMIUM"
"492",38.09783,-84.56638,"FEDERAL MEDICAL CENTER LEXINGTON","LEAD"
"493",38.988015,-76.468053,"US DOD NSA ANNAPOLIS","LEAD"
"494",40.224008,-105.268079,"NATIONAL INSTITUTE OF STANDARD&TECHNOLOGY BOULDER","POLYCHLORINATED BIPHENYLS"
"495",45.574516,-122.592678,"US DOD USAF PORTLAND ANG AFB OREGON","NAPHTHALENE"
"496",34.73249,-120.57044,"US DOD USAF VANDENBERG AFB","LEAD"
"497",35.396333,-116.629925,"US ARMY FORT IRWIN NATIONAL TRAINING CENTER","PHOSPHORUS (YELLOW OR WHITE)"
"498",41.404291,-75.663915,"US ARMY SCRANTON ARMY AMMUNITION PLANT","NICKEL"
"499",37.67978,-121.71074,"US DOE SANDIA NATIONAL LABS/CALIFORNIA","LEAD"
"500",34.73249,-120.57044,"US DOD USAF VANDENBERG AFB","NAPHTHALENE"
"501",35.396333,-116.629925,"US ARMY FORT IRWIN NATIONAL TRAINING CENTER","LEAD COMPOUNDS"
"502",36.81879,-75.982,"US ARMY NATIONAL GUARD CTC CAMP PENDLETON (RANGES)","LEAD"
"503",36.3767,-82.9639,"US TVA JOHN SEVIER COMBINED CYCLE PLANT","AMMONIA"
"504",27.495303,-97.817911,"U.S. NAVY NAVAL AIR STATION KINGSVILLE","LEAD"
"505",35.396333,-116.629925,"US ARMY FORT IRWIN NATIONAL TRAINING CENTER","NAPHTHALENE"
"506",35.396333,-116.629925,"US ARMY FORT IRWIN NATIONAL TRAINING CENTER","NITRATE COMPOUNDS"
"507",35.396333,-116.629925,"US ARMY FORT IRWIN NATIONAL TRAINING CENTER","NITROGLYCERIN"
"508",40.224008,-105.268079,"NATIONAL INSTITUTE OF STANDARD&TECHNOLOGY BOULDER","LEAD"
"509",36.238667,-115.052509,"US DOD USAF NELLIS AFB","LEAD COMPOUNDS"
"510",35.396333,-116.629925,"US ARMY FORT IRWIN NATIONAL TRAINING CENTER","COPPER"
"511",27.495303,-97.817911,"U.S. NAVY NAVAL AIR STATION KINGSVILLE","LEAD"
"512",34.73249,-120.57044,"US DOD USAF VANDENBERG AFB","LEAD"
"513",33.37998,-89.211712,"US TVA ACKERMAN COMBINED CYCLE PLANT","AMMONIA"
"514",40.224008,-105.268079,"NATIONAL INSTITUTE OF STANDARD&TECHNOLOGY BOULDER","MERCURY"
"515",34.73249,-120.57044,"US DOD USAF VANDENBERG AFB","XYLENE (MIXED ISOMERS)"
"516",36.238667,-115.052509,"US DOD USAF NELLIS AFB","LEAD"
"517",37.245833,-76.588889,"US NAVY YORKTOWN NAVAL WEAPONS STATION BASE","LEAD"
"518",37.308689,-76.680749,"AFETA CAMP PEARY","COPPER"
"519",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","PHOSPHORUS (YELLOW OR WHITE)"
"520",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","NITRATE COMPOUNDS"
"521",30.79525,-81.513556,"U.S. NAVY KINGS BAY NAVAL SUBMARINE BASE","N-BUTYL ALCOHOL"
"522",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","NITROGLYCERIN"
"523",31.88091,-81.60825,"US ARMY FORT STEWART (PART)","LEAD"
"524",36.138308,-78.799589,"FEDERAL CORRECTIONAL COMPLEX","LEAD"
"525",35.10366,-106.55071,"US DOD USAF KIRTLAND AIR FORCE BASE","LEAD"
"526",36.702559,-83.002138,"US PENITENTIARY LEE","LEAD COMPOUNDS"
"527",37.308689,-76.680749,"AFETA CAMP PEARY","LEAD"
"528",41.404291,-75.663915,"US ARMY SCRANTON ARMY AMMUNITION PLANT","COPPER"
"529",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","DIBUTYL PHTHALATE"
"530",32.68306,-116.293235,"US CBP BOULEVARD BORDER PATROL STATION #CA11560","LEAD"
"531",41.404291,-75.663915,"US ARMY SCRANTON ARMY AMMUNITION PLANT","CHROMIUM"
"532",37.245833,-76.588889,"US NAVY YORKTOWN NAVAL WEAPONS STATION BASE","LEAD"
