"","lat","lng","name","chem"
"533",41.404291,-75.663915,"US ARMY SCRANTON ARMY AMMUNITION PLANT","MANGANESE"
"534",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","COPPER"
"535",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","TOLUENE"
"536",30.79525,-81.513556,"U.S. NAVY KINGS BAY NAVAL SUBMARINE BASE","LEAD"
"537",34.980197,-90.802078,"FEDERAL BUREAU OF PRISONS","LEAD"
"538",37.644306,-121.576667,"US DOE LLNL EXPERIMENTAL TEST SITE (SITE 300)","LEAD"
"539",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","DINITROTOLUENE (MIXED ISOMERS)"
"540",39.40129,-118.81283,"US NAVAL AIR STATION FALLON BRAVO 16","LEAD"
"541",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","CHROMIUM"
"542",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","COPPER"
"543",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","PHOSPHORUS (YELLOW OR WHITE)"
"544",44.025,-90.6868,"U.S. ARMY FORT MCCOY RANGE FACILITY","COPPER"
"545",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","N-HEXANE"
"546",41.5274,-71.3084,"U.S. NAVY NAVAL STATION NEWPORT","LEAD"
"547",43.084167,-70.741666,"US NAVY PORTSMOUTH NAVAL SHIPYARD","LEAD"
"548",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","PICRIC ACID"
"549",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","DIBUTYL PHTHALATE"
"550",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","NITROGLYCERIN"
"551",31.557219,-84.055,"U.S. MARINE CORPS LOGISTICS BASE ALBANY","LEAD"
"552",30.79525,-81.513556,"U.S. NAVY KINGS BAY NAVAL SUBMARINE BASE","LEAD"
"553",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","CHROMIUM"
"554",31.557219,-84.055,"U.S. MARINE CORPS LOGISTICS BASE ALBANY","LEAD"
"555",30.79525,-81.513556,"U.S. NAVY KINGS BAY NAVAL SUBMARINE BASE","NITRATE COMPOUNDS"
"556",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","COPPER"
"557",31.88091,-81.60825,"US ARMY FORT STEWART (PART)","LEAD COMPOUNDS"
"558",31.88091,-81.60825,"US ARMY FORT STEWART (PART)","DINITROTOLUENE (MIXED ISOMERS)"
"559",31.88091,-81.60825,"US ARMY FORT STEWART (PART)","NITROGLYCERIN"
"560",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","NITROGLYCERIN"
"561",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","NITRIC ACID"
"562",38.37832,-105.11103,"FCC FLORENCE","LEAD"
"563",41.5274,-71.3084,"U.S. NAVY NAVAL STATION NEWPORT","LEAD"
"564",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","ZINC (FUME OR DUST)"
"565",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","LEAD COMPOUNDS"
"566",31.88091,-81.60825,"US ARMY FORT STEWART (PART)","DIBUTYL PHTHALATE"
"567",29.374146,-98.622241,"US DOD USAF LACKLAND AFB RANGE","COPPER"
"568",34.288487,-103.683394,"US DOD USAF CANNON AFB MELROSE RANGE","LEAD"
"569",35.10366,-106.55071,"US DOD USAF KIRTLAND AIR FORCE BASE","NAPHTHALENE"
"570",34.949439,-117.8857,"US DOD USAF EDWARDS AFB CA","NAPHTHALENE"
"571",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","LEAD COMPOUNDS"
"572",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","CHROMIUM"
"573",30.0875,-85.586667,"US DOD USAF TYNDALL AFB FLORIDA","NAPHTHALENE"
"574",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","LEAD COMPOUNDS"
"575",44.025,-90.6868,"U.S. ARMY FORT MCCOY RANGE FACILITY","NITROGLYCERIN"
"576",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","NICKEL"
"577",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","2,4-DINITROTOLUENE"
"578",33.69787,-89.71301,"US ARMY NATIONAL GUARD CAMP MCCAIN RANGES","LEAD"
"579",44.025,-90.6868,"U.S. ARMY FORT MCCOY RANGE FACILITY","LEAD COMPOUNDS"
"580",34.949439,-117.8857,"US DOD USAF EDWARDS AFB CA","LEAD"
"581",35.10366,-106.55071,"US DOD USAF KIRTLAND AIR FORCE BASE","LEAD"
"582",55.33373,-131.62533,"US COAST GUARD BASE KETCHIKAN","LEAD"
"583",29.374146,-98.622241,"US DOD USAF LACKLAND AFB RANGE","LEAD"
"584",31.88091,-81.60825,"US ARMY FORT STEWART (PART)","PHOSPHORUS (YELLOW OR WHITE)"
"585",34.949439,-117.8857,"US DOD USAF EDWARDS AFB CA","NITRATE COMPOUNDS"
"586",31.88091,-81.60825,"US ARMY FORT STEWART (PART)","COPPER"
"587",30.79525,-81.513556,"U.S. NAVY KINGS BAY NAVAL SUBMARINE BASE","NAPHTHALENE"
"588",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","ALUMINUM (FUME OR DUST)"
"589",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","DIISOCYANATES"
"590",38.841611,-86.848305,"US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION","DIBUTYL PHTHALATE"
"591",43.084167,-70.741666,"US NAVY PORTSMOUTH NAVAL SHIPYARD","LEAD"
"592",30.0875,-85.586667,"US DOD USAF TYNDALL AFB FLORIDA","LEAD"
"593",34.8536,-95.9361,"US ARMY MCALESTER ARMY AMMUNITION PLANT","LEAD"
"594",35.304639,-94.281268,"US ARMY NATIONAL GUARD FORT CHAFFEE RANGES","COPPER"
"595",35.304639,-94.281268,"US ARMY NATIONAL GUARD FORT CHAFFEE RANGES","LEAD"
"596",38.92237,-77.01215,"US ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUC","COPPER COMPOUNDS"
"597",36.26475,-119.8712,"US DOD NAS LEMOORE (INSTALLATION)","LEAD"
"598",35.304639,-94.281268,"US ARMY NATIONAL GUARD FORT CHAFFEE RANGES","LEAD COMPOUNDS"
"599",57.73833,-152.503763,"US COAST GUARD BASE KODIAK","LEAD COMPOUNDS"
"600",38.92237,-77.01215,"US ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUC","MANGANESE COMPOUNDS"
"601",27.46219,-99.477497,"LAREDO BORDER PATROL SECTOR HQ TX11589","LEAD"
"602",36.26475,-119.8712,"US DOD NAS LEMOORE (INSTALLATION)","LEAD"
"603",38.92237,-77.01215,"US ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUC","AMMONIA"
"604",34.650141,-98.402074,"U.S. ARMY - FORT SILL, OK (RANGE FACILITY)","DINITROTOLUENE (MIXED ISOMERS)"
"605",34.773266,-92.291197,"US VA MEDICAL CENTER POLICE FIRING RANGE","LEAD COMPOUNDS"
"606",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","NITROGLYCERIN"
"607",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","ETHYLENE GLYCOL"
"608",31.452976,-92.333209,"US ARMY NATIONAL GUARD-CAMP BEAUREGARD RANGE(S)","LEAD"
"609",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","BENZENE"
"610",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","COPPER"
"611",36.26475,-119.8712,"US DOD NAS LEMOORE (INSTALLATION)","NAPHTHALENE"
"612",33.647503,-88.275011,"US TVA CALEDONIA COMBINED CYCLE PLANT","AMMONIA"
"613",29.964825,-94.079189,"FEDERAL CORRECTIONAL COMPLEX","LEAD"
"614",30.484389,-86.493272,"U.S. DOD USAF EGLIN AFB FL","DIBUTYL PHTHALATE"
"615",30.484389,-86.493272,"U.S. DOD USAF EGLIN AFB FL","LEAD COMPOUNDS"
"616",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","CUMENE"
"617",38.01899,-116.93459,"TONOPAH TEST RANGE OPERATIONS OFFICE","LEAD COMPOUNDS"
"618",43.0452,-115.92584,"US DOD USAF SMALL ARMS RANGE","LEAD"
"619",30.484389,-86.493272,"U.S. DOD USAF EGLIN AFB FL","NAPHTHALENE"
"620",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","NITRATE COMPOUNDS"
"621",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","XYLENE (MIXED ISOMERS)"
"622",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","1,2,4-TRIMETHYLBENZENE"
"623",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","ETHYLBENZENE"
"624",30.484389,-86.493272,"U.S. DOD USAF EGLIN AFB FL","COPPER"
"625",34.650141,-98.402074,"U.S. ARMY - FORT SILL, OK (RANGE FACILITY)","LEAD"
"626",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","NAPHTHALENE"
"627",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","LEAD COMPOUNDS"
"628",34.773266,-92.291197,"US VA MEDICAL CENTER POLICE FIRING RANGE","COPPER"
"629",30.484389,-86.493272,"U.S. DOD USAF EGLIN AFB FL","NITROGLYCERIN"
"630",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","METHANOL"
"631",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","ETHYLBENZENE"
"632",31.227502,-81.464406,"US DHS FLETC GLYNCO GA","COPPER"
"633",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","COPPER"
"634",34.650141,-98.402074,"U.S. ARMY - FORT SILL, OK (RANGE FACILITY)","LEAD COMPOUNDS"
"635",29.380811,-98.590864,"US DOD USAF LACKLAND AFB","NAPHTHALENE"
"636",30.709722,-87.020417,"U.S. NAVY NAVAL AIR STATION WHITING FIELD","LEAD"
"637",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","PHOSPHORUS (YELLOW OR WHITE)"
"638",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","1,2,4-TRIMETHYLBENZENE"
"639",29.117727,-81.706524,"US NAVY PINECASTLE BOMBING RANGE","LEAD"
"640",30.970071,-83.210585,"US  DOD  USAF MOODY AFB SMALL ARMS & GRAND BAY RANGES","COPPER"
"641",36.77897,-75.958636,"U.S. NAVY FLEET COMBAT TRAINING CENTER ATL DAM NECK BASE","LEAD"
"642",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","TOLUENE"
"643",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","NAPHTHALENE"
"644",34.650141,-98.402074,"U.S. ARMY - FORT SILL, OK (RANGE FACILITY)","DIBUTYL PHTHALATE"
"645",37.29824,-77.34055,"FEDERAL CORRECTIONAL COMPLEX","LEAD COMPOUNDS"
"646",36.77897,-75.958636,"U.S. NAVY FLEET COMBAT TRAINING CENTER ATL DAM NECK BASE","LEAD"
"647",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","LEAD"
"648",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","BENZENE"
"649",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","N-HEXANE"
"650",30.709722,-87.020417,"U.S. NAVY NAVAL AIR STATION WHITING FIELD","LEAD"
"651",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","BENZENE"
"652",31.227502,-81.464406,"US DHS FLETC GLYNCO GA","LEAD COMPOUNDS"
"653",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","LEAD COMPOUNDS"
"654",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","TOLUENE"
"655",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","N-HEXANE"
"656",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","LEAD COMPOUNDS"
"657",38.521667,-77.29,"U.S. MARINE CORPS BASE QUANTICO (ENTIRE FACILITY)","XYLENE (MIXED ISOMERS)"
"658",34.650141,-98.402074,"U.S. ARMY - FORT SILL, OK (RANGE FACILITY)","COPPER"
"659",30.970071,-83.210585,"US  DOD  USAF MOODY AFB SMALL ARMS & GRAND BAY RANGES","LEAD"
"660",47.141111,-122.4889,"U.S. ARMY JOINT BASE LEWIS-MCCHORD","COPPER"
"661",30.417251,-86.695784,"US DOD, USAF, HURLBURT FIELD","LEAD"
"662",36.821944,-76.294722,"U.S. NAVY NORFOLK NAVAL SHIPYARD","N-BUTYL ALCOHOL"
"663",47.59019,-122.33754,"US COAST GUARD BASE SUPPORT UNIT SEATTLE","LEAD"
"664",36.821944,-76.294722,"U.S. NAVY NORFOLK NAVAL SHIPYARD","XYLENE (MIXED ISOMERS)"
"665",34.004167,-80.952222,"US ARMY FORT JACKSON","LEAD"
"666",34.004167,-80.952222,"US ARMY FORT JACKSON","LEAD COMPOUNDS"
"667",47.628331,-117.6462,"US DOD USAF FAIRCHILD AFB","ETHYLBENZENE"
"668",40.144065,-120.165165,"FEDERAL BUREAU OF PRISONS FCI HERLONG","LEAD"
"669",30.417251,-86.695784,"US DOD, USAF, HURLBURT FIELD","LEAD"
"670",47.628331,-117.6462,"US DOD USAF FAIRCHILD AFB","NAPHTHALENE"
"671",30.417251,-86.695784,"US DOD, USAF, HURLBURT FIELD","NAPHTHALENE"
"672",34.56864,-117.34836,"FEDERAL CORRECTIONAL COMPLEX VICTORVILLE","LEAD"
"673",44.520886,-71.1378,"FCI BERLIN","LEAD"
"674",38.93568,-77.11166,"US ARMY CORPS OF ENGINEERS DALECARLIA WTP","AMMONIA"
"675",36.821944,-76.294722,"U.S. NAVY NORFOLK NAVAL SHIPYARD","COPPER COMPOUNDS"
"676",34.004167,-80.952222,"US ARMY FORT JACKSON","COPPER"
"677",43.115097,-78.93902,"U.S. DOD, USAF, NIAGARA FALLS ARS","LEAD"
"678",32.38237,-106.47947,"US ARMY GARRISON WHITE SANDS MISSILE RANGE","NITROGLYCERIN"
"679",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","LEAD COMPOUNDS"
"680",30.22111,-81.682777,"US NAVY NAVAL AIR STATION JACKSONVILLE","LEAD"
"681",39.605876,-79.951648,"FCI MORGANTOWN","LEAD"
"682",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","COPPER"
"683",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","NITROGLYCERIN"
"684",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","NAPHTHALENE"
"685",30.22111,-81.682777,"US NAVY NAVAL AIR STATION JACKSONVILLE","LEAD"
"686",41.38681,-73.9975,"US DEPARTMENT OF THE TREASURY US MINT WEST POINT","SILVER"
"687",40.017715,-74.609706,"JOINT BASE MCGUIRE-DIX-LAKHURST DIX AREA CANTONMENT","LEAD COMPOUNDS"
"688",43.089722,-70.818071,"US DOD USAF PEASE ANG","XYLENE (MIXED ISOMERS)"
"689",42.098802,-83.673484,"FCI MILAN","LEAD"
"690",30.22111,-81.682777,"US NAVY NAVAL AIR STATION JACKSONVILLE","XYLENE (MIXED ISOMERS)"
"691",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","LEAD COMPOUNDS"
"692",30.22111,-81.682777,"US NAVY NAVAL AIR STATION JACKSONVILLE","CUMENE"
"693",37.79285,-92.133118,"US ARMY MANEUVER SUPPORT CENTER IMLD-PW-E","LEAD"
"694",30.22111,-81.682777,"US NAVY NAVAL AIR STATION JACKSONVILLE","NITRATE COMPOUNDS"
"695",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","ETHYLBENZENE"
"696",36.567814,-76.248748,"U.S/ NAVY NAVAL SUPPORT ACTIVITY NORTHWEST ANNEX BASE","LEAD"
"697",40.017715,-74.609706,"JOINT BASE MCGUIRE-DIX-LAKHURST DIX AREA CANTONMENT","COPPER"
"698",37.42125,-122.20422,"US DOE SLAC NATIONAL ACCELERATOR LABORATORY","LEAD"
"699",32.38237,-106.47947,"US ARMY GARRISON WHITE SANDS MISSILE RANGE","LEAD"
"700",34.201185,-118.167434,"NASA JET PROPULSION LABORATORY","LEAD"
"701",37.79285,-92.133118,"US ARMY MANEUVER SUPPORT CENTER IMLD-PW-E","COPPER"
"702",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","ETHYLBENZENE"
"703",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","ETHYLENE GLYCOL"
"704",40.017715,-74.609706,"JOINT BASE MCGUIRE-DIX-LAKHURST DIX AREA CANTONMENT","LEAD COMPOUNDS"
"705",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","COPPER"
"706",30.22111,-81.682777,"US NAVY NAVAL AIR STATION JACKSONVILLE","ETHYLBENZENE"
"707",38.990611,-104.860572,"US DOD USAF ACADEMY","LEAD"
"708",38.546443,-92.074131,"IKE SKELTON TRAINING SITE","LEAD"
"709",40.017715,-74.609706,"JOINT BASE MCGUIRE-DIX-LAKHURST DIX AREA CANTONMENT","NITRATE COMPOUNDS"
"710",43.115097,-78.93902,"U.S. DOD, USAF, NIAGARA FALLS ARS","LEAD"
"711",29.994105,-93.396277,"US DOE WEST HACKBERRY SPR SITE","BENZENE"
"712",28.42514,-81.41967,"US NASA JOHN F KENNEDY SPACE CENTER","LEAD"
"713",40.86,-72.869583,"US DOE BROOKHAVEN NATIONAL LABORATORY","POLYCYCLIC AROMATIC COMPOUNDS"
"714",32.91318,-79.98589,"US DOD DFSP CHARLESTON","ETHYLBENZENE"
"715",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","COPPER"
"716",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","NITROGLYCERIN"
"717",41.66708,-70.55534,"US ARMY NATIONAL GUARD CAMP EDWARDS RANGE","LEAD"
"718",30.22111,-81.682777,"US NAVY NAVAL AIR STATION JACKSONVILLE","NAPHTHALENE"
"719",35.15705,-79.00036,"U.S. ARMY FORT BRAGG","NAPHTHALENE"
"720",45.16097,-67.30104,"US CBP CALAIS INTERNATIONAL AVENUE LPOE #ME0066","LEAD"
"721",37.79285,-92.133118,"US ARMY MANEUVER SUPPORT CENTER IMLD-PW-E","LEAD COMPOUNDS"
"722",43.089722,-70.818071,"US DOD USAF PEASE ANG","NAPHTHALENE"
"723",40.86,-72.869583,"US DOE BROOKHAVEN NATIONAL LABORATORY","BENZO(G,H,I)PERYLENE"
"724",32.91318,-79.98589,"US DOD DFSP CHARLESTON","CERTAIN GLYCOL ETHERS"
"725",33.726196,-85.898752,"US ARMY NATIONAL GUARD FORT MCCLELLAN RANGES","LEAD"
"726",31.62092,-85.045371,"US ARMY CORPS OF ENGINEERS W F GEORGE LAKE","DIPOTASSIUM ENDOTHALL"
"727",30.406374,-81.52154,"US DOD MARINE CORPS BLOUNT ISLAND COMMAND","ETHYLENE GLYCOL"
"728",37.215747,-76.522996,"US COAST GUARD TRAINING CENTER YORKTOWN","LEAD"
"729",34.8895,-116.8687,"MARINE CORPS LOGISTICS BASE BARSTOW YERMO ANNEX","ETHYLENE GLYCOL"
"730",32.91318,-79.98589,"US DOD DFSP CHARLESTON","NAPHTHALENE"
"731",29.994105,-93.396277,"US DOE WEST HACKBERRY SPR SITE","N-HEXANE"
"732",32.91318,-79.98589,"US DOD DFSP CHARLESTON","CUMENE"
"733",33.972222,-80.4725,"US DOD USAF SHAW AFB","LEAD"
"734",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","NAPHTHALENE"
"735",39.11179,-76.7728,"NATIONAL SECURITY AGENCY FIRING RANGE","LEAD"
"736",32.3825,-86.356389,"US DOD USAF MAXWELL AFB","LEAD"
"737",37.76612,-82.65601,"FEDERAL BUREAU OF PRISONS USP BIG SANDY","LEAD"
"738",32.91318,-79.98589,"US DOD DFSP CHARLESTON","POLYCYCLIC AROMATIC COMPOUNDS"
"739",32.91318,-79.98589,"US DOD DFSP CHARLESTON","XYLENE (MIXED ISOMERS)"
"740",32.3825,-86.356389,"US DOD USAF MAXWELL AFB","NAPHTHALENE"
"741",33.726196,-85.898752,"US ARMY NATIONAL GUARD FORT MCCLELLAN RANGES","COPPER"
"742",33.972222,-80.4725,"US DOD USAF SHAW AFB","LEAD"
"743",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","POLYCYCLIC AROMATIC COMPOUNDS"
"744",40.86,-72.869583,"US DOE BROOKHAVEN NATIONAL LABORATORY","MERCURY"
"745",45.07761,-83.568819,"US DOD USAF MICHIGAN ANG CRTC ALPENA","LEAD"
"746",41.267163,-88.669546,"US ARMY NATIONAL GUARD MARSEILLES TRAINING CENTER RANGES","LEAD"
"747",40.86,-72.869583,"US DOE BROOKHAVEN NATIONAL LABORATORY","LEAD"
"748",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","DINITROTOLUENE (MIXED ISOMERS)"
"749",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","LEAD"
"750",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","LEAD COMPOUNDS"
"751",34.8895,-116.8687,"MARINE CORPS LOGISTICS BASE BARSTOW YERMO ANNEX","LEAD"
"752",40.86,-72.869583,"US DOE BROOKHAVEN NATIONAL LABORATORY","POLYCHLORINATED BIPHENYLS"
"753",39.673882,-79.49883,"FCC HAZELTON","LEAD"
"754",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","NITRATE COMPOUNDS"
"755",38.870855,-77.055745,"PENTAGON RESERVATION","LEAD COMPOUNDS"
"756",19.666668,-155.53334,"US ARMY POHAKULOA TRAINING AREA - RANGE FACILITY","LEAD"
"757",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","DIBUTYL PHTHALATE"
"758",34.610336,-118.078111,"NASA ARMSTRONG AIRCRAFT OPERATIONS  FACILITY","NAPHTHALENE"
"759",32.91318,-79.98589,"US DOD DFSP CHARLESTON","BENZO(G,H,I)PERYLENE"
"760",31.903852,-106.297379,"US ARMY 1ST ARMORED DIV & FORT BLISS RANGES","ETHYLBENZENE"
"761",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","BARIUM COMPOUNDS"
"762",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","ANTIMONY"
"763",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","COPPER COMPOUNDS"
"764",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","DIBUTYL PHTHALATE"
"765",38.870855,-77.055745,"PENTAGON RESERVATION","CUMENE"
"766",34.992778,-90.038056,"US TVA SOUTHAVEN COMBINED CYCLE PLANT","AMMONIA"
"767",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","ALUMINUM (FUME OR DUST)"
"768",19.666668,-155.53334,"US ARMY POHAKULOA TRAINING AREA - RANGE FACILITY","ALUMINUM (FUME OR DUST)"
"769",19.666668,-155.53334,"US ARMY POHAKULOA TRAINING AREA - RANGE FACILITY","LEAD COMPOUNDS"
"770",19.666668,-155.53334,"US ARMY POHAKULOA TRAINING AREA - RANGE FACILITY","COPPER"
"771",30.709009,-84.862363,"US ARMY CORPS OF ENGINEERS WOODRUFF/SEMINOLE SITE","DIPOTASSIUM ENDOTHALL"
"772",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","ZINC COMPOUNDS"
"773",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","NITROGLYCERIN"
"774",37.24,-77.34,"US ARMY GARRISON FORT LEE VA - RANGES","LEAD"
"775",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","NITRIC ACID"
"776",38.870855,-77.055745,"PENTAGON RESERVATION","LEAD"
"777",38.870855,-77.055745,"PENTAGON RESERVATION","ETHYLBENZENE"
"778",19.666668,-155.53334,"US ARMY POHAKULOA TRAINING AREA - RANGE FACILITY","NITROGLYCERIN"
"779",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","LEAD COMPOUNDS"
"780",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","SODIUM NITRITE"
"781",44.814905,-68.824558,"US DOD USAF BANGOR ANG","BENZENE"
"782",38.870855,-77.055745,"PENTAGON RESERVATION","BIPHENYL"
"783",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","CYCLOHEXANE"
"784",47.699,-122.7131,"NAVAL BASE KITSAP BANGOR - RANGE ACTIVITIES","LEAD"
"785",38.870855,-77.055745,"PENTAGON RESERVATION","1,2,4-TRIMETHYLBENZENE"
"786",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","TOLUENE"
"787",32.72053,-81.25554,"FEDERAL CORRECTIONAL INSTITUTION ESTILL","LEAD"
"788",47.699,-122.7131,"NAVAL BASE KITSAP BANGOR - RANGE ACTIVITIES","LEAD"
"789",39.103,-94.2783,"US ARMY LAKE CITY ARMY AMMUNITION PLANT","CERTAIN GLYCOL ETHERS"
"790",38.870855,-77.055745,"PENTAGON RESERVATION","NAPHTHALENE"
"791",35.656808,-89.3945,"US TVA LAGOON CREEK COMBUSTION TURBINE PLANT","AMMONIA"
"792",18.001111,-66.291677,"US ARMY NATIONAL GUARD CAMP SANTIAGO TRAINING CENTER-RANGES","LEAD"
"793",32.57243,-117.06889,"U.S. NAVAL BASE SAN DIEGO","AMMONIA"
"794",33.2418,-115.49454,"U.S. MARINE CORPS CHOCOLATE MOUNTAINS AERIAL GUNNERY RANGE","COPPER"
"795",33.2418,-115.49454,"U.S. MARINE CORPS CHOCOLATE MOUNTAINS AERIAL GUNNERY RANGE","ALUMINUM (FUME OR DUST)"
"796",33.2418,-115.49454,"U.S. MARINE CORPS CHOCOLATE MOUNTAINS AERIAL GUNNERY RANGE","LEAD"
"797",32.67462,-117.161979,"U.S.NAVAL AMPHIBIOUS BASE","LEAD"
"798",36.651306,-87.466933,"US ARMY FORT CAMPBELL","NITROGLYCERIN"
"799",36.550455,-82.634794,"US ARMY HOLSTON ARMY AMMUNITION PLANT","NITRATE COMPOUNDS"
"800",33.906389,-117.2557,"US DOD USAF MARCH AIR RESERVE BASE","ETHYLBENZENE"
